321	199	410	548	693
396	455	251	66	788
817	7	931	575	196
785	255	798	829	149
442	782	379	358	962
313	11	848	515	801
446	117	880	245	983
572	141	431	492	19
822	243	111	540	605
301	749	623	406	29
301	484	779	586	742
580	933	111	17	436
53	493	43	103	827
51	149	235	437	525
101	17	811	493	771
72	578	233	348	821
170	416	219	520	434
294	423	41	739	896
672	803	864	251	450
645	221	37	424	956
206	398	83	50	937
514	655	839	162	312
976	364	497	734	423
749	412	854	782	968
816	181	528	545	230
213	239	65	703	339
334	438	958	458	602
980	472	573	144	436
424	483	350	480	948
224	614	537	435	105
39	403	597	589	833
661	64	367	734	392
315	538	250	891	274
669	536	878	124	298
83	330	684	43	37
320	72	296	741	577
437	205	556	41	286
98	753	853	758	630
324	303	256	530	213
932	993	192	274	938
60	626	485	399	453
77	500	642	472	178
370	557	435	872	315
386	780	535	35	895
889	912	826	211	406
740	510	222	167	9
229	169	608	865	639
396	778	493	621	829
399	567	334	968	918
418	109	508	276	557
81	345	10	941	100
85	126	776	259	884
758	995	574	329	346
610	659	727	284	904
581	735	888	725	210
490	170	649	782	502
604	114	693	762	672
269	668	604	856	103
776	66	350	388	359
595	388	597	131	278
465	947	730	167	45
815	808	961	438	57
490	812	852	692	660
302	671	119	803	915
494	681	649	52	185
286	743	759	394	592
938	666	704	36	387
569	974	107	495	53
879	506	975	98	732
21	76	853	723	192
901	597	555	197	94
934	808	84	853	652
161	200	129	493	227
634	862	849	426	674
893	388	955	732	216
865	545	219	140	172
294	679	416	112	320
589	630	516	80	60
98	222	26	56	810
410	846	415	650	374
724	770	241	760	121
794	397	74	911	524
797	330	714	982	234
859	747	204	201	649
1	114	82	499	822
991	45	891	980	451
953	213	462	234	265
461	796	805	361	777
213	739	448	915	997
528	15	410	450	662
296	958	587	381	274
114	801	857	519	5
361	184	51	340	848
474	512	278	118	649
5	679	554	551	314
784	174	312	315	285
510	958	742	712	238
899	532	795	91	566
666	747	349	257	494
46	202	685	4	904
319	640	503	135	114
176	169	555	278	841
326	623	721	915	206
812	910	55	180	605
111	125	662	706	445
139	793	433	795	314
2	882	800	242	859
508	38	13	482	755
970	953	498	120	968
786	963	650	680	533
608	38	924	649	541
876	987	252	140	605
244	925	75	107	303
544	395	535	126	914
170	272	674	367	246
889	434	406	140	763
400	296	268	773	98
890	156	128	770	564
507	905	776	759	965
197	702	673	7	881
307	532	590	944	858
424	13	449	563	728
541	475	616	175	457
238	287	573	102	199
804	356	121	90	467
317	193	772	903	948
649	701	185	825	6
915	906	102	724	355
956	638	223	251	519
113	864	802	858	979
215	933	211	667	37
835	244	87	845	824
408	94	879	17	352
960	894	980	611	471
192	357	797	474	181
985	862	778	639	751
80	828	162	134	550
263	254	673	144	616
62	86	217	799	93
156	107	204	147	185
656	425	191	580	717
36	674	184	170	279
153	719	278	266	651
808	77	275	838	425
553	583	487	303	515
178	415	972	252	459
197	16	784	736	281
802	328	61	783	14
688	236	8	417	4
709	598	934	531	177
127	105	73	800	603
246	21	602	539	916
816	760	71	410	289
835	423	158	501	50
562	8	73	706	612
676	986	642	791	98
501	556	874	706	627
775	749	27	443	570
445	564	956	534	214
279	496	458	252	113
434	907	387	63	585
474	500	153	59	863
635	721	387	666	336
444	259	376	866	620
160	682	27	668	679
372	636	857	839	260
519	327	278	541	853
602	957	881	597	153
825	785	194	499	788
806	962	397	459	922
227	6	156	380	668
63	223	3	781	617
286	296	786	587	925
75	979	286	633	899
741	135	853	610	467
224	758	284	585	823
794	498	859	896	600
258	830	303	328	890
595	531	905	802	737
527	383	813	210	998
520	175	664	960	215
59	916	684	850	249
451	744	111	186	536
390	451	816	272	323
431	885	855	829	814
243	735	553	794	185
438	645	854	340	742
317	154	48	250	153
104	574	329	609	216
328	620	18	465	492
883	207	217	276	989
457	483	354	494	463
663	523	902	559	652
543	309	133	370	60
926	39	378	47	896
44	360	143	237	484
625	415	111	189	486
737	502	51	35	953
909	307	945	754	185
757	655	279	699	208
280	60	774	951	440
11	530	814	909	263
475	270	727	779	798
294	78	197	14	359
522	652	701	262	468
270	516	819	950	493
690	84	987	876	618
487	397	1	234	321
472	606	755	117	214
535	196	789	311	157
850	234	957	33	338
565	37	955	102	626
804	860	885	45	918
432	492	93	935	422
683	369	489	615	972
380	826	546	677	708
294	799	172	727	866
825	525	17	235	146
910	510	836	345	839
62	651	963	458	272
540	859	494	866	172
160	849	851	932	565
152	646	255	541	833
497	956	969	320	931
472	840	36	650	165
777	907	44	291	95
174	56	760	863	836
951	294	92	812	337
380	767	543	574	301
233	584	939	487	530
439	507	386	734	550
542	650	825	788	999
754	347	653	583	965
861	195	608	905	187
520	940	13	335	14
136	299	770	777	814
943	562	115	480	962
616	633	807	476	934
706	777	515	157	572
927	329	718	419	959
680	731	708	336	35
686	856	85	575	260
934	19	435	327	130
96	142	208	811	419
242	367	838	378	640
440	137	503	112	909
361	736	409	972	139
107	131	443	993	787
96	402	223	594	470
296	515	144	377	28
106	794	978	185	114
666	131	835	20	397
253	71	767	76	782
10	774	253	620	987
91	730	96	679	768
666	508	172	7	165
50	321	316	943	515
691	418	506	221	312
626	550	972	794	942
922	606	224	117	416
584	715	171	412	877
174	844	208	6	672
603	259	519	318	798
760	513	113	224	933
563	71	877	55	120
449	410	101	751	502
868	658	817	859	172
661	944	4	848	337
892	479	135	303	237
200	738	273	956	607
379	111	381	428	140
63	776	781	748	542
43	88	821	639	512
754	287	170	195	607
24	155	217	952	968
557	233	267	223	136
104	223	883	959	213
81	507	818	932	185
703	117	488	691	323
808	897	939	598	107
648	915	959	946	870
139	571	543	312	892
704	20	857	869	244
684	475	706	338	85
606	450	275	642	697
897	713	110	315	884
30	727	258	583	219
409	107	141	35	186
862	185	408	769	748
405	233	616	52	625
842	337	508	579	297
44	145	960	586	62
376	131	49	17	399
778	4	626	844	745
148	221	662	405	647
192	323	90	376	317
29	297	195	473	554
8	716	477	140	121
632	272	989	582	87
52	893	220	872	291
937	734	222	808	424
157	256	361	53	477
589	459	168	874	690
546	657	790	425	651
308	404	257	306	241
500	846	614	980	966
984	934	532	808	887
613	616	886	189	986
916	451	219	467	522
116	350	813	423	837
119	247	431	219	34
386	744	453	265	820
637	673	788	626	4
114	766	699	159	70
900	791	263	497	514
934	699	639	820	304
624	109	438	675	50
217	846	623	544	442
637	317	108	590	395
413	222	295	916	132
627	825	28	43	34
299	437	262	646	828
875	539	143	436	692
246	687	798	273	611
258	406	193	458	978
84	157	42	811	41
130	963	995	136	418
419	571	197	767	967
687	594	518	243	953
687	538	146	520	980
231	153	264	956	290
215	813	603	475	736
377	6	423	879	912
328	186	631	452	822
976	196	550	790	5
934	971	312	249	487
175	517	140	659	886
742	542	325	375	368
262	428	992	492	484
927	145	99	206	368
345	521	276	545	991
646	448	580	60	902
268	842	891	810	855
120	760	91	218	117
506	565	110	701	571
978	923	186	14	685
479	474	500	67	338
690	152	808	173	671
998	837	562	176	920
962	921	514	409	854
481	492	445	758	10
289	250	571	364	449
940	234	102	866	120
796	632	618	403	740
177	570	575	451	298
455	542	527	995	844
449	631	392	356	913
168	85	541	3	280
465	60	388	830	146
154	447	174	77	391
429	5	325	982	788
473	179	492	638	62
564	529	210	838	747
184	340	482	353	789
624	601	625	307	940
822	264	128	356	278
133	886	546	229	362
63	118	48	622	146
406	887	727	347	396
436	167	110	603	97
595	806	909	698	674
668	326	280	728	109
585	189	706	881	340
39	83	622	581	179
604	156	506	321	508
690	996	335	124	435
787	554	306	260	512
39	889	230	388	537
641	144	437	465	878
801	711	798	501	474
607	828	652	929	823
386	400	738	23	691
219	186	549	62	968
661	206	179	378	280
92	184	324	839	952
620	587	756	785	525
765	420	73	839	498
883	128	121	775	398
210	529	806	869	283
462	405	279	978	186
82	871	207	883	471
933	477	354	486	307
539	749	528	200	989
292	210	830	642	274
872	336	470	214	507
91	131	695	811	40
870	444	569	16	708
913	568	715	231	548
662	107	741	257	403
29	439	478	743	568
230	444	325	70	828
289	701	161	765	473
775	537	415	712	975
59	886	968	408	729
60	142	374	403	244
808	936	661	876	443
607	505	747	612	215
738	519	541	305	157
463	66	743	740	352
335	667	11	600	880
129	851	890	188	752
504	943	227	640	417
811	739	764	546	420
411	601	221	575	698
320	473	730	210	507
494	41	85	235	491
904	25	515	297	129
503	72	436	267	717
405	337	160	868	198
868	26	250	952	369
252	214	742	856	670
393	387	734	880	497
845	585	186	11	192
491	241	49	702	2
620	41	250	162	407
976	414	839	639	79
659	732	439	664	85
592	408	373	275	697
840	456	376	910	121
13	468	86	177	766
575	213	908	763	421
89	382	549	852	30
277	511	818	47	39
478	197	742	331	350
215	390	526	539	324
69	268	147	303	757
519	821	509	886	481
609	17	314	471	502
777	604	419	509	258
323	98	719	713	284
591	986	727	380	203
640	925	820	58	488
999	423	611	346	553
662	697	752	469	87
393	330	606	712	767
144	241	64	374	966
305	641	956	833	786
731	739	118	634	236
595	46	581	118	12
122	109	768	362	904
783	829	821	574	407
894	821	708	459	70
651	323	489	279	896
547	319	674	654	447
286	202	635	847	129
829	982	776	215	670
96	166	702	563	480
678	347	179	553	237
817	67	204	475	168
485	639	906	653	542
998	522	487	545	219
745	971	774	228	294
990	661	790	312	221
899	283	672	940	414
775	747	943	227	7
95	104	457	66	503
221	950	804	991	327
380	655	450	540	788
316	261	63	177	285
524	654	33	581	987
612	217	456	652	329
204	993	428	308	127
216	204	17	741	661
545	13	901	802	991
643	763	190	734	262
433	638	835	863	765
550	150	959	589	711
512	149	260	926	553
263	513	302	103	311
343	194	406	314	628
646	334	888	869	617
847	937	780	916	213
440	243	481	837	478
346	205	401	898	321
200	469	813	46	851
398	80	443	950	5
774	108	632	110	613
423	615	811	723	491
233	78	31	576	94
119	431	591	123	621
71	45	776	930	335
376	986	446	224	797
923	890	778	845	135
447	559	117	938	20
695	172	737	726	530
16	632	726	73	978
793	429	196	724	616
122	204	153	64	147
192	75	433	718	643
689	399	606	337	622
287	410	887	292	277
541	597	318	285	628
569	737	55	662	143
759	951	637	55	914
170	700	542	164	264
708	672	176	608	95
917	412	155	113	784
955	186	561	89	5
759	147	407	193	647
150	829	577	246	51
645	242	980	583	815
756	267	518	343	761
512	266	45	248	774
335	386	232	485	46
440	792	679	940	572
346	284	724	276	106
347	19	58	756	706
9	133	181	639	856
121	998	348	523	392
576	821	745	252	306
729	721	715	261	236
926	141	95	378	744
583	736	658	65	330
913	251	12	910	760
904	839	969	496	337
674	93	317	156	239
393	220	222	756	578
288	692	3	494	469
684	761	284	966	118
719	824	13	928	536
211	39	222	338	66
974	898	28	569	521
620	786	424	236	195
591	954	248	800	644
112	400	741	577	744
994	603	945	468	752
114	643	875	708	282
475	943	113	775	893
283	327	703	229	867
728	215	449	721	618
107	578	91	585	46
616	449	727	127	875
690	294	894	604	651
332	67	283	825	216
326	147	112	186	446
564	137	488	336	133
524	512	200	146	808
727	774	213	182	47
660	680	900	366	831
601	942	773	114	204
319	84	647	445	468
319	123	615	25	27
412	886	278	184	659
619	95	958	776	995
611	734	818	373	530
819	76	904	254	242
904	325	388	620	851
987	110	375	394	245
903	455	657	111	357
271	421	133	160	720
689	953	803	345	102
541	731	798	649	58
222	401	702	107	458
70	981	62	628	529
734	328	166	286	512
150	403	123	865	749
150	294	759	126	242
790	754	879	973	576
69	161	511	82	868
882	348	344	997	97
505	996	389	527	117
387	314	938	272	176
318	189	760	398	779
686	700	228	875	456
44	914	462	406	822
670	699	438	288	117
732	922	734	474	41
383	295	109	968	176
311	965	587	945	243
171	902	770	565	25
465	178	957	387	611
337	949	27	623	232
527	555	46	712	933
335	136	628	940	73
300	379	476	469	543
860	947	27	675	321
195	497	100	989	935
495	343	945	269	909
399	890	54	229	423
613	400	877	276	221
501	525	615	561	351
667	232	404	44	693
376	75	451	735	895
263	936	202	158	522
518	599	999	467	733
9	253	560	21	87
152	277	912	324	50
733	273	582	885	678
688	597	364	555	740
12	983	661	152	199
825	697	512	932	422
627	988	735	641	564
899	873	689	21	865
418	81	840	576	179
943	257	36	776	381
586	863	777	398	430
858	203	530	746	502
397	371	183	676	311
177	280	328	260	550
371	970	244	11	532
115	300	29	236	583
409	81	255	826	114
472	722	619	27	85
92	479	413	635	575
911	973	153	451	583
457	597	66	609	408
202	771	440	641	584
455	75	932	89	819
289	377	404	981	205
116	520	977	566	665
722	971	679	938	131
777	212	480	196	438
83	155	657	249	901
79	914	797	598	521
490	335	389	852	856
927	562	74	452	884
609	186	370	615	940
526	463	617	807	751
145	916	786	395	172
411	334	338	466	277
76	833	574	552	270
884	938	569	577	888
47	961	149	609	234
450	430	764	785	831
420	452	183	900	204
219	137	584	44	279
737	683	805	714	528
920	251	654	627	747
989	610	785	809	476
887	679	425	402	219
590	531	722	860	693
100	602	676	618	362
237	505	9	663	779
276	19	874	925	538
380	595	236	421	180
219	230	668	772	169
718	652	944	858	762
241	551	904	732	123
416	643	463	30	138
792	130	471	544	641
479	977	401	709	473
326	491	590	575	501
804	15	493	984	57
194	247	445	789	701
670	386	270	702	81
149	161	620	191	331
490	83	614	351	810
563	481	384	208	607
403	385	267	768	605
852	626	283	609	299
690	47	6	539	368
943	364	179	25	27
976	242	547	663	247
179	423	551	706	848
820	595	841	349	239
503	740	311	892	456
589	729	349	830	451
645	330	693	829	450
277	572	937	436	871
905	24	617	264	985
356	40	931	657	745
821	127	46	349	252
553	921	709	788	350
461	445	512	420	959
16	52	945	825	294
43	215	464	873	447
583	325	79	681	746
377	447	264	608	515
444	468	470	563	747
428	604	25	566	285
325	358	771	233	38
7	143	659	450	247
506	650	101	648	895
683	810	877	752	111
688	646	518	437	114
400	764	465	266	49
187	169	664	572	489
815	504	201	741	186
371	798	674	127	874
489	898	512	955	850
911	512	743	45	576
29	340	843	641	142
19	247	753	469	828
440	866	11	832	406
696	319	894	947	377
691	438	333	807	19
729	913	144	963	58
446	433	839	167	347
966	244	798	101	574
978	819	90	519	590
454	711	90	198	285
158	625	315	572	764
50	779	727	161	697
484	308	904	478	459
846	777	225	10	855
291	861	523	767	691
305	51	439	440	559
626	754	590	163	559
168	914	283	839	828
553	521	622	648	769
95	40	753	49	662
577	136	358	40	594
265	703	826	198	819
941	49	895	132	396
513	752	828	395	945
398	628	294	950	384
730	838	86	630	906
393	871	560	836	804
458	82	780	480	503
645	949	119	455	571
52	463	561	380	432
504	467	560	991	66
206	236	306	250	284
837	762	132	159	258
974	705	523	924	366
683	989	605	128	928
208	709	746	984	707
857	333	974	800	959
687	126	338	193	647
468	522	331	690	1
947	496	925	808	442
645	695	6	779	620
847	326	105	100	960
776	558	984	673	441
573	587	532	225	265
872	913	90	761	4
205	268	339	578	876
139	328	388	849	542
934	498	788	520	784
400	999	238	167	45
166	77	940	69	903
243	526	971	736	743
721	665	888	358	952
931	798	751	627	257
590	690	909	689	904
500	980	988	445	81
390	560	409	240	351
580	792	190	557	659
374	247	828	355	434
185	866	460	702	795
90	163	532	900	224
30	434	43	390	745
888	942	259	929	938
431	799	784	453	295
178	950	930	19	509
868	965	540	896	732
507	156	77	936	777
535	199	121	295	536
543	645	833	110	798
276	560	56	923	556
801	161	105	640	585
541	226	69	915	291
796	830	283	488	209
875	223	194	957	373
427	437	445	306	673
669	791	289	70	667
567	115	371	983	218
962	786	576	349	851
159	760	372	277	468
30	161	20	493	437
941	194	919	363	131
500	613	113	55	941
491	157	267	736	275
625	38	605	7	26
317	163	362	269	585
228	598	639	875	599
196	132	274	580	955
250	436	240	941	302
703	388	147	107	418
759	258	281	264	32
439	918	5	31	921
205	136	93	652	829
125	412	702	754	371
90	966	954	468	195
11	192	654	602	341
372	99	345	615	294
698	753	141	202	879
352	423	683	705	331
377	375	444	167	270
19	668	673	450	192
161	765	288	151	955
633	267	96	88	825
445	396	446	144	547
336	870	118	106	169
349	969	151	254	622
150	719	632	659	256
349	612	751	375	81
91	258	161	930	651
698	663	703	867	701
420	812	291	531	796
951	118	772	370	408
522	566	940	86	705
665	653	560	127	170
736	283	665	196	848
319	523	571	851	742
737	748	691	67	919
145	203	436	394	528
148	980	923	762	18
892	457	450	997	941
692	747	179	35	164
83	975	808	35	552
631	688	939	194	885
186	993	453	256	791
781	89	843	218	279
866	716	746	992	165
314	252	419	974	741
265	511	809	807	13
717	331	959	214	286
94	690	266	321	190
482	819	378	915	414
978	655	296	78	368
453	950	398	638	803
970	876	653	742	203
98	601	932	223	116
874	961	258	278	474
66	650	310	877	197
214	371	664	770	814
884	20	77	18	293
137	631	568	870	628
955	911	818	298	700
65	661	904	827	577
765	160	939	65	39
275	713	509	294	218
456	86	313	232	538
742	945	726	871	454
735	245	428	10	326
666	439	855	635	383
563	459	16	371	485
33	656	933	26	59
448	669	914	716	480
383	400	274	241	950
409	566	284	832	682
670	880	517	734	536
454	93	893	368	780
76	698	364	417	656
398	21	159	517	527
997	401	426	40	619
969	421	406	673	365
334	555	207	336	514
952	714	143	329	664
987	500	573	127	41
577	710	806	659	713
10	613	819	268	223
436	363	903	104	888
145	827	543	184	455
631	628	114	962	532
776	967	851	498	394
1000	155	796	656	989
144	675	723	800	928
794	707	991	501	141
834	545	53	762	938
423	808	647	495	913
731	709	557	14	291
736	521	536	560	711
657	851	959	776	403
575	836	41	378	653
923	263	198	361	996
203	900	105	463	176
852	167	220	397	838
286	63	955	472	72
454	477	191	739	16
1	42	503	844	599
671	706	37	572	439
923	165	617	666	805
634	809	226	301	285
159	314	46	292	177
623	305	881	84	77
465	285	810	397	876
101	654	27	360	502
431	687	928	690	977
623	119	344	609	741
736	436	299	655	708
473	231	93	456	432
485	57	792	443	943
992	563	142	76	425
315	835	781	506	907
587	294	868	136	77
315	433	50	371	864
64	375	590	711	607
640	152	872	275	328
688	571	778	440	417
92	288	925	746	778
91	647	989	818	229
