334	33	970	548	260														
93	295	762	757	111														
261	801	734	119	991														
470	670	988	516	670														
204	216	938	834	229														
662	59	63	10	969														
714	568	608	212	714														
165	165	526	665	7														
108	152	929	556	974														
806	90	152	514	543														
370	894	893	594	855														
188	652	413	796	751														
272	327	959	594	782														
826	296	727	148	251														
810	611	163	12	768														
792	769	260	563	723														
240	331	217	300	268														
483	413	721	777	245														
866	54	750	69	866														
763	349	349	326	436														
484	511	614	787	267														
310	169	427	863	243														
837	127	578	127	454														
79	450	29	684	108														
632	255	522	56	56														
417	677	787	836	984														
5	143	532	731	779														
441	401	487	681	542														
329	239	340	504	494														
595	104	251	417	293														
982	116	719	331	818														
948	871	656	800	800														
687	796	113	435	882														
739	906	861	690	906														
353	333	679	314	566														
316	952	609	432	41														
607	182	607	129	865														
721	156	59	579	422														
319	863	799	317	294														
327	346	10	308	929														
618	597	344	195	851														
794	202	784	782	965														
742	510	920	45	920														
942	457	915	544	812														
568	916	521	832	939														
682	382	711	755	613														
602	361	645	602	629														
53	541	331	716	541														
237	867	486	284	87														
893	18	325	99	399														
330	984	447	191	613														
172	924	74	941	659														
172	341	253	365	487														
193	689	280	146	280														
317	959	449	45	957														
729	201	196	35	672														
474	348	38	10	311														
91	91	324	34	563														
610	553	268	560	224														
535	590	270	872	334														
264	787	158	438	327														
607	456	967	950	381														
404	893	404	763	303														
990	604	856	604	752														
5	264	593	651	5														
732	36	556	605	192														
817	369	3	730	754														
758	588	773	55	783														
81	991	187	927	926														
433	159	512	254	29														
873	541	699	321	204														
286	642	353	206	804														
617	373	38	244	30														
584	1	264	973	21														
544	606	337	359	855														
287	710	871	973	69														
275	61	329	339	141														
987	982	655	832	982														
55	717	749	682	487														
384	940	641	96	477														
748	650	288	219	397														
227	476	774	191	986														
137	327	776	35	108														
538	556	206	166	842														
854	215	795	743	570														
472	226	229	82	192														
679	144	889	81	671														
892	40	675	319	659														
154	39	154	497	83														
296	765	87	864	574														
15	63	530	239	758														
52	756	101	127	127														
422	917	908	635	635														
254	945	579	945	409														
978	128	897	621	347														
332	433	130	62	109														
563	920	939	939	782														
548	855	666	755	755														
258	457	820	962	785														
332	458	851	95	556														
155	560	398	477	901														
230	163	163	90	187														
467	173	475	109	109														
459	399	887	920	116														
375	560	84	82	875														
525	436	771	420	554														
758	767	394	762	698														
247	500	259	816	380														
156	266	205	544	544														
877	789	598	641	561														
320	851	680	525	248														
419	760	424	689	601														
331	660	515	515	892														
392	526	784	784	358														
189	989	792	189	945														
112	112	374	130	908														
796	975	434	655	815														
113	180	311	866	192														
367	407	941	34	143														
169	674	173	199	313														
600	981	376	981	948														
888	33	737	551	737														
273	327	517	711	151														
305	11	168	516	988														
650	914	276	276	11														
618	3	329	47	82														
393	393	840	283	968														
544	922	90	300	572														
253	262	735	954	906														
572	684	932	558	219														
910	452	204	215	64														
940	658	635	1	750														
862	920	857	857	982														
752	53	808	301	445														
158	779	204	278	779														
981	981	551	881	502														
484	757	448	248	81														
832	100	583	428	522														
372	441	62	860	427														
295	155	985	891	891														
69	128	69	957	994														
630	73	125	419	125														
70	199	720	593	160														
461	982	461	187	765														
600	572	119	537	572														
636	449	16	227	944														
595	971	521	804	701														
387	32	835	405	290														
11	577	705	207	562														
258	922	210	671	656														
177	190	169	886	190														
521	79	750	534	445														
413	758	584	514	46														
151	589	742	893	224														
368	407	13	679	463														
188	587	587	856	621														
534	940	182	170	537														
972	73	92	789	258														
856	816	816	57	464														
884	830	599	199	830														
522	312	497	535	596														
323	408	552	657	831														
538	333	375	124	815														
901	909	856	652	234														
77	588	395	41	614														
140	202	288	654	761														
684	300	580	37	81														
979	203	414	448	184														
554	711	550	414	693														
269	189	699	463	668														
462	528	260	337	870														
728	738	464	876	423														
493	353	11	11	176														
859	957	551	175	957														
791	77	374	77	813														
722	722	82	725	787														
296	134	860	229	584														
355	347	147	523	709														
259	114	626	89	212														
121	655	632	717	139														
702	422	746	875	93														
55	329	158	219	329														
982	679	679	219	772														
401	161	374	124	324														
147	893	12	195	707														
745	280	280	160	224														
275	46	643	153	46														
862	506	968	456	862														
162	249	328	347	443														
677	195	655	878	827														
223	223	521	973	13														
942	690	858	240	224														
266	381	830	537	320														
977	399	433	46	351														
94	118	460	801	100														
559	540	315	325	435														
349	762	603	882	947														
87	964	733	642	681														
642	392	976	427	176														
392	107	602	960	793														
235	142	877	672	708														
940	954	969	982	378														
581	284	977	195	952														
93	610	198	719	233														
919	865	692	919	21														
547	202	950	390	202														
168	901	906	234	58														
223	163	867	485	781														
987	407	407	315	844														
297	196	735	481	69														
988	118	243	705	503														
23	121	265	573	656														
825	761	780	858	761														
29	73	460	216	85														
197	673	862	387	959														
464	888	876	575	386														
730	771	32	249	226														
237	237	458	806	737														
939	497	796	752	97														
470	713	713	798	616														
98	98	121	6	106														
660	137	260	940	756														
960	396	52	196	299														
954	865	368	679	794														
692	409	122	827	745														
841	575	112	909	592														
995	354	647	83	525														
308	217	68	505	505														
804	659	970	176	176														
529	168	884	378	252														
967	772	894	3	479														
464	102	687	464	250														
353	925	543	757	312														
203	803	234	240	978														
791	791	947	430	869														
17	802	391	804	445														
19	188	268	760	537														
696	77	672	584	954														
632	673	862	673	761														
14	803	755	713	286														
295	941	602	322	322														
280	299	706	937	388														
609	482	482	606	564														
943	990	665	715	943														
69	372	372	590	280														
128	828	970	286	279														
529	667	644	408	288														
103	103	309	505	331														
874	71	561	744	963														
475	555	393	883	945														
629	760	760	859	860														
913	930	421	84	485														
435	966	489	423	522														
980	626	632	133	214														
28	652	39	698	468														
184	961	252	457	636														
782	305	719	544	906														
266	543	872	254	254														
658	844	2	983	49														
606	815	982	566	465														
771	399	630	760	151														
326	717	331	829	556														
113	354	209	675	85														
691	328	691	70	638														
75	184	565	414	565														
170	849	108	791	321														
116	168	873	776	804														
334	329	667	49	92														
896	455	721	97	330														
626	700	66	391	391														
517	43	216	646	566														
293	341	72	752	364														
586	661	987	661	30														
150	22	166	801	900														
576	936	155	859	657														
891	490	389	332	889														
948	534	420	421	589														
151	685	148	931	356														
237	237	863	248	934														
357	630	701	275	350														
179	334	318	318	620														
994	422	278	986	732														
638	237	876	224	638														
792	988	988	74	231														
919	548	601	223	958														
772	924	939	368	772														
60	60	958	586	498														
836	624	598	936	138														
638	315	431	289	876														
235	442	306	815	727														
877	804	848	420	926														
676	758	637	618	198														
255	531	151	19	183														
5	580	794	780	592														
681	233	565	157	644														
124	22	771	990	738														
226	593	769	612	971														
999	189	988	646	8														
576	399	808	520	453														
189	733	51	104	330														
823	772	241	949	789														
414	53	327	472	379														
943	864	178	278	885														
948	344	646	730	646														
53	989	535	404	856														
637	311	473	753	467														
651	727	901	141	651														
92	712	16	177	92														
238	591	937	970	248														
517	20	79	536	421														
14	781	687	708	875														
929	922	802	423	423														
465	34	344	704	704														
334	313	589	173	19														
960	800	800	221	78														
695	392	619	774	432														
641	203	695	695	772														
264	137	779	679	850														
36	401	534	547	401														
881	629	801	881	450														
141	854	56	217	669														
806	15	266	897	56														
817	76	381	836	857														
508	872	53	492	803														
258	669	496	821	224														
942	942	222	761	178														
309	308	665	983	780														
510	881	865	163	845														
392	307	533	533	90														
401	583	251	251	464														
493	17	403	948	632														
897	575	193	598	598														
93	95	477	313	280														
350	727	433	768	66														
642	620	244	907	886														
712	70	157	268	692														
79	882	118	253	892														
705	705	365	912	702														
873	688	752	40	896														
934	458	538	375	810														
224	112	727	922	992														
159	600	378	656	575														
965	378	294	594	378														
324	405	333	405	598														
625	187	587	466	9														
698	362	947	566	477														
307	223	534	240	630														
768	675	964	901	320														
562	107	562	791	4														
768	7	108	448	8														
955	815	37	944	663														
115	196	47	476	295														
134	653	617	579	584														
69	11	482	759	867														
522	725	81	511	512														
522	488	217	236	238														
441	465	542	526	401														
77	670	981	88	57														
301	509	956	7	154														
865	414	785	313	399														
55	536	877	997	723														
566	357	580	281	375														
642	834	709	711	642														
281	300	521	521	655														
465	937	67	34	787														
322	979	440	461	46														
757	491	461	878	169														
888	631	283	923	311														
59	728	810	59	739														
394	649	179	900	993														
121	563	493	968	349														
40	391	332	31	417														
673	594	274	614	724														
371	391	271	493	383														
28	835	837	311	410														
865	639	915	609	57														
339	280	109	110	444														
687	134	627	825	856														
36	90	968	80	920														
208	144	283	955	318														
22	831	311	224	311														
802	845	440	950	98														
693	906	582	288	298														
140	178	794	999	512														
527	220	159	652	283														
388	319	76	594	89														
692	16	272	183	272														
937	752	371	220	305														
165	981	967	986	508														
756	990	830	541	576														
164	763	44	161	787														
915	691	454	927	691														
135	439	433	55	410														
621	646	267	621	262														
493	584	986	106	473														
891	303	361	692	753														
134	34	682	249	813														
261	753	622	622	316														
606	415	382	220	220														
475	566	542	566	713														
184	836	288	10	402														
184	816	72	203	72														
566	664	213	968	912														
898	675	798	631	888														
240	823	584	628	79														
381	936	171	142	936														
363	873	945	873	194														
982	207	494	966	207														
980	486	980	35	756														
967	641	892	240	967														
879	592	592	698	999														
854	162	652	713	247														
828	718	185	759	622														
923	531	722	591	905														
452	522	245	539	178														
786	29	625	987	987														
227	671	20	76	223														
823	319	943	319	339														
397	392	891	232	262														
934	954	979	281	925														
795	795	237	639	369														
942	692	230	696	878														
452	514	355	452	649														
73	425	133	678	40														
716	388	845	309	366														
617	371	525	121	582														
155	890	874	860	294														
574	462	654	249	562														
486	861	861	210	135														
674	583	284	452	101														
520	233	215	2	941														
706	859	767	204	899														
815	43	298	25	973														
150	766	800	223	732														
327	184	327	416	204														
445	717	600	576	259														
951	339	187	260	339														
48	786	694	984	396														
695	410	538	29	500														
477	835	329	84	339														
399	399	466	56	855														
553	445	829	983	627														
742	713	556	666	432														
362	360	156	76	360														
970	66	157	132	182														
51	17	921	357	473														
209	126	125	78	64														
900	197	152	197	818														
595	315	264	595	629														
8	244	548	348	348														
436	307	334	810	944														
188	675	894	612	4														
56	294	690	933	883														
994	858	131	726	83														
112	716	483	996	470														
446	598	687	537	409														
647	772	547	949	347														
