70	66	30	72
3	4	89	46
60	62	18	81
91	95	89	41
97	64	85	83
62	48	55	88
15	41	71	18
66	89	33	7
67	5	85	35
63	12	86	45
3	92	64	2
76	30	41	99
93	66	40	67
65	41	68	8
6	100	31	20
54	82	8	76
96	20	95	47
18	4	42	41
90	99	34	19
23	71	90	5
53	51	71	73
36	84	76	96
84	37	4	44
63	74	65	24
1	74	69	59
43	63	21	9
63	95	71	53
2	62	32	22
40	59	61	94
46	37	1	33
71	79	69	2
28	15	25	12
81	32	98	85
14	98	83	42
28	98	68	54
100	78	22	62
11	74	36	30
95	100	37	22
96	39	22	21
17	41	30	17
89	14	86	11
68	9	34	68
5	78	75	67
95	30	51	86
80	77	5	23
64	81	50	78
15	97	33	100
41	88	61	36
24	20	96	92
91	5	42	100
13	80	9	62
40	28	39	91
41	61	22	40
66	33	6	4
91	83	17	64
30	27	47	25
21	76	85	24
85	13	33	82
8	68	95	85
25	77	94	63
25	70	31	48
11	23	80	2
83	40	79	96
53	98	25	100
64	81	96	32
22	29	29	51
67	32	73	64
59	74	49	45
43	76	58	88
25	94	81	79
93	35	58	92
14	40	63	30
80	73	99	29
18	78	12	86
72	42	57	11
35	57	71	98
50	32	45	77
38	52	33	42
65	60	35	95
93	19	55	24
72	70	35	56
15	60	100	91
91	76	80	61
68	63	36	3
13	64	61	96
59	30	91	35
75	50	22	5
90	99	46	19
83	41	67	36
82	66	62	48
61	61	32	15
93	82	82	12
80	8	47	74
88	92	29	1
82	3	85	9
36	41	79	29
40	96	18	6
76	56	99	47
45	79	23	42
23	1	10	42
79	73	30	97
34	59	99	65
31	46	20	33
87	58	23	84
71	8	55	31
21	37	72	96
44	57	50	57
90	23	88	91
61	54	65	85
44	81	19	51
24	18	90	61
73	10	62	87
63	40	54	93
94	24	72	11
69	2	68	58
39	41	99	82
96	47	2	26
24	100	6	45
50	35	59	90
86	27	84	97
52	67	45	16
69	23	97	94
71	18	63	52
16	41	90	14
40	66	81	36
19	98	7	9
12	33	29	33
33	47	89	61
20	80	28	21
75	93	17	80
55	5	92	40
88	85	3	43
84	23	58	43
69	68	78	37
80	28	70	63
16	55	63	38
79	70	33	72
71	90	17	70
15	52	41	27
9	70	23	19
97	89	92	38
39	44	3	65
89	37	100	48
17	31	34	15
73	83	66	23
5	92	83	30
87	18	31	14
33	96	21	41
69	67	45	69
8	85	98	72
5	80	57	73
60	82	53	88
40	27	32	45
67	46	74	79
31	55	15	44
92	13	6	99
52	100	58	36
86	78	38	60
28	86	19	89
6	35	77	18
98	98	86	23
76	46	18	31
98	31	51	42
80	18	3	12
80	52	43	8
28	4	27	81
62	2	57	44
18	39	64	31
97	35	49	94
41	57	9	63
7	49	59	67
81	40	69	15
82	89	96	35
23	75	39	27
16	65	80	28
39	80	86	32
90	36	4	40
75	72	6	7
24	85	88	83
63	52	31	57
30	9	90	93
31	37	5	42
65	16	35	69
2	4	27	9
24	57	41	16
64	66	39	2
12	74	91	75
7	27	42	78
49	50	68	37
82	8	49	76
66	11	33	88
27	62	83	50
68	4	90	13
20	15	87	3
50	80	12	35
89	3	43	4
36	77	40	57
52	13	76	99
66	69	58	41
34	86	88	82
38	95	62	27
35	33	63	98
25	33	15	69
46	65	62	35
68	68	13	45
93	60	39	26
99	30	59	60
53	63	65	100
49	18	23	77
49	66	100	31
19	10	49	94
65	73	56	100
25	62	75	22
77	61	99	37
82	1	60	45
73	21	35	16
57	53	58	70
39	69	20	93
74	84	84	46
66	56	43	38
93	27	63	20
93	54	92	90
92	67	88	74
21	23	65	35
32	76	17	69
9	18	7	58
58	2	35	51
81	57	39	72
64	41	49	5
10	19	12	53
16	95	48	84
62	66	46	45
49	65	59	70
79	96	83	66
88	15	85	28
90	34	67	1
32	73	100	92
21	46	22	6
47	39	31	24
7	88	71	65
62	49	47	48
33	15	94	57
61	78	27	42
33	61	68	91
80	36	7	100
9	86	41	61
56	71	82	45
57	54	1	96
28	78	36	66
15	68	81	42
34	21	71	19
31	2	68	78
23	63	18	62
24	71	33	5
10	64	40	86
45	91	76	55
99	17	52	35
12	87	27	2
76	66	12	38
30	4	76	66
30	38	34	10
74	59	72	7
93	39	73	76
21	29	28	18
94	93	32	70
82	23	64	79
89	81	63	13
97	76	44	44
31	32	35	74
44	74	25	19
7	73	10	82
33	73	23	93
32	59	66	32
69	25	42	14
69	67	84	36
17	85	53	71
57	25	71	75
8	57	30	33
21	50	96	84
60	51	5	38
42	92	42	42
35	98	52	5
64	14	94	41
25	78	85	32
38	52	87	27
65	64	14	25
4	8	90	65
48	78	31	68
55	57	86	91
21	38	4	92
11	34	29	3
68	34	46	41
54	13	19	60
61	64	64	31
8	66	34	88
21	18	58	80
67	57	20	4
29	74	18	69
63	46	89	65
24	49	42	22
83	93	69	4
72	78	32	62
53	59	93	31
47	90	45	32
84	93	78	86
56	39	8	11
14	99	38	49
49	48	56	8
81	86	72	42
71	88	40	96
20	27	100	29
84	35	32	14
94	33	2	91
29	11	68	46
60	55	38	29
95	83	89	46
85	27	50	47
24	94	5	2
17	31	59	98
44	82	68	26
19	20	28	6
90	3	17	60
56	46	6	47
99	67	24	86
55	34	67	79
42	51	40	53
89	11	34	1
32	27	20	1
49	24	85	25
20	34	50	67
39	9	17	1
17	42	17	57
56	68	26	4
58	70	25	51
29	4	2	40
67	62	78	63
77	31	36	38
30	91	81	54
71	44	8	71
37	86	8	29
91	96	56	73
53	31	50	91
44	83	45	23
40	49	15	70
23	72	52	26
19	26	98	34
17	6	96	93
55	54	17	42
50	23	98	55
42	24	46	88
81	18	82	82
55	10	32	98
50	68	45	29
38	49	17	11
49	57	59	94
4	96	79	62
74	82	53	31
72	29	45	42
51	42	17	59
28	12	86	37
21	34	68	46
24	78	16	67
19	29	12	69
15	83	80	66
69	86	53	91
63	18	28	53
3	10	82	16
67	29	42	52
21	37	99	29
37	57	67	65
78	46	94	83
73	96	14	27
71	65	54	83
30	85	26	59
75	28	54	79
26	76	10	40
46	16	45	77
70	37	50	38
45	29	58	3
23	50	68	12
53	22	5	32
63	73	65	48
66	33	71	62
64	79	66	68
3	12	89	72
51	48	30	57
100	19	12	32
57	88	44	77
90	41	7	70
56	90	29	80
90	9	30	30
15	70	1	29
62	66	53	60
47	97	84	81
20	43	45	50
73	47	12	65
32	35	63	23
21	54	12	24
30	44	41	24
84	57	72	54
58	88	90	88
61	48	27	2
46	26	53	28
37	19	19	36
2	66	15	61
30	99	39	37
70	1	34	36
43	76	93	66
10	19	75	85
47	46	47	87
34	29	11	8
28	67	84	16
4	49	12	94
78	42	3	27
32	92	20	4
55	86	50	52
11	28	23	88
92	5	20	37
34	36	45	2
80	68	32	14
75	5	24	2
13	22	14	25
62	44	54	43
65	69	67	96
3	44	56	25
88	23	20	42
97	21	56	52
59	50	75	57
34	87	54	32
35	76	63	11
88	10	36	60
97	70	57	90
62	71	81	47
30	26	64	59
42	54	67	17
70	91	39	95
44	35	50	18
67	42	29	38
100	98	43	8
6	67	31	87
49	67	49	80
64	16	12	31
20	28	100	30
81	23	39	100
36	93	64	57
81	10	21	83
31	87	14	97
69	70	17	81
41	50	59	97
53	5	10	33
37	94	55	100
81	16	37	98
82	8	19	61
18	45	82	91
33	33	81	49
18	99	67	41
10	11	98	35
49	83	91	94
70	43	63	89
78	68	37	25
40	40	3	66
21	90	54	69
70	66	62	2
53	89	84	57
23	96	4	100
13	11	52	78
4	92	6	81
75	27	14	5
49	53	9	10
42	27	1	54
24	23	3	76
13	25	85	45
78	52	69	70
53	36	21	58
61	93	49	87
14	37	42	78
36	2	39	5
59	42	98	12
30	68	89	47
89	13	36	47
80	61	5	49
21	30	54	48
44	25	16	93
27	91	18	27
13	35	99	28
16	82	62	59
35	96	77	85
47	86	50	40
88	71	31	36
52	75	39	54
10	87	73	91
39	9	92	57
36	68	75	43
6	24	39	39
31	78	11	45
87	95	88	72
62	10	10	32
90	28	85	10
16	68	13	97
14	21	1	46
86	76	12	44
35	57	22	82
76	67	9	43
62	38	38	86
36	72	26	14
29	92	95	95
49	82	14	66
42	33	56	14
61	98	14	50
16	56	10	51
37	11	43	43
80	34	8	90
28	89	52	51
28	67	49	84
80	62	42	91
87	75	27	20
40	22	86	20
23	30	44	58
69	10	72	92
68	51	62	66
16	86	90	66
96	89	80	69
80	44	65	33
48	80	4	87
88	55	14	96
59	9	82	75
25	84	31	27
69	52	66	91
41	96	28	100
90	55	27	98
83	79	76	100
78	2	37	35
45	22	62	46
47	88	100	26
47	75	56	55
21	3	82	85
69	60	61	52
94	5	80	100
32	14	1	75
6	83	12	34
45	46	95	96
7	30	24	54
16	71	98	7
56	83	97	6
31	2	10	19
59	95	33	39
54	11	9	67
52	45	7	46
47	26	13	58
26	33	11	54
35	24	21	52
88	67	27	96
15	21	66	76
53	21	44	70
91	32	97	59
26	74	17	83
60	7	57	79
12	4	83	47
33	58	71	30
99	91	67	21
16	9	51	83
43	36	54	16
66	53	87	75
82	41	84	57
22	64	15	66
10	30	40	57
42	4	39	94
67	70	51	88
25	57	87	89
91	39	27	16
35	10	26	12
45	100	82	1
74	97	7	17
2	50	95	41
93	2	5	60
44	73	31	41
39	51	86	30
42	30	50	57
87	84	3	7
33	71	77	18
77	54	36	37
41	48	71	72
33	56	84	74
76	12	22	87
17	68	48	46
16	71	100	2
31	44	4	33
31	33	38	98
23	90	32	16
72	4	15	20
6	56	86	83
82	86	2	73
42	13	2	2
69	72	39	7
49	9	36	99
59	17	10	96
76	70	67	74
32	37	100	43
74	13	81	57
39	12	43	35
69	52	34	91
43	29	90	90
85	41	49	31
72	25	98	16
15	7	2	21
82	96	38	34
53	1	84	91
82	58	26	74
95	10	49	60
70	66	70	84
44	77	36	41
49	13	56	10
73	60	74	19
94	84	82	47
62	22	19	37
14	51	92	89
25	72	74	17
4	90	19	56
57	82	35	82
13	48	59	97
75	95	71	49
83	27	78	92
34	45	77	44
35	63	6	62
9	71	82	15
31	3	4	9
27	56	65	32
90	86	26	3
9	53	89	37
51	22	23	53
6	57	77	54
23	18	66	82
68	93	60	56
78	38	46	79
1	52	51	75
47	65	44	42
65	17	88	24
97	3	34	93
67	90	88	59
60	88	56	70
56	57	84	78
3	33	5	17
9	92	21	15
33	96	87	29
40	54	41	17
77	52	54	81
93	22	61	23
31	58	95	10
7	38	22	4
4	50	36	40
6	36	1	63
65	50	23	47
78	63	71	46
23	23	85	46
27	86	24	78
13	66	15	24
40	13	84	19
34	26	90	72
95	5	72	79
50	56	100	85
20	2	33	47
39	71	14	74
67	76	63	17
81	95	21	30
50	6	12	25
28	34	87	16
71	14	22	12
81	17	78	54
41	66	75	53
97	78	80	38
26	8	74	20
84	6	56	66
83	5	4	18
57	63	76	49
37	83	92	18
7	20	85	99
74	48	88	36
43	8	45	36
6	7	71	39
46	95	3	72
87	29	47	44
84	61	43	98
94	79	44	21
8	3	5	47
3	50	54	74
82	52	67	67
21	55	67	62
72	48	21	42
56	64	5	15
16	94	100	78
27	77	60	8
93	10	66	71
80	11	44	20
63	83	88	26
20	26	42	59
13	69	19	35
6	87	69	25
77	42	37	1
58	20	84	12
49	94	70	50
27	10	14	1
56	19	21	12
5	47	3	88
68	12	4	24
85	29	13	61
52	50	61	18
35	5	83	62
55	55	24	38
2	58	35	91
27	7	58	1
15	74	95	61
95	18	50	25
30	5	85	63
64	41	38	19
7	66	33	83
89	85	79	45
63	96	67	96
62	82	86	76
94	29	26	31
22	65	79	3
56	93	45	17
12	99	5	87
99	3	38	60
59	44	58	88
97	83	1	80
67	66	6	3
5	41	56	10
41	6	68	7
47	82	65	81
84	40	11	9
49	38	56	40
87	82	29	48
98	92	38	16
2	100	19	54
18	61	64	6
22	67	71	8
50	11	34	36
72	99	72	81
1	23	68	49
51	67	17	97
86	49	91	82
99	48	93	97
92	53	39	2
99	92	27	45
75	37	13	26
43	13	50	4
50	54	13	62
46	9	62	23
74	90	13	44
60	34	51	61
88	13	21	95
94	3	24	24
86	94	3	9
3	100	81	41
71	93	96	74
23	24	85	92
18	95	12	95
16	11	69	99
65	92	74	35
14	46	4	39
53	3	75	44
13	40	99	41
86	49	61	60
12	88	79	28
57	13	58	10
13	25	39	65
18	44	94	6
57	96	75	18
95	6	5	54
52	75	52	44
57	24	45	72
87	58	49	91
51	36	3	57
81	37	80	64
60	25	75	2
6	2	67	36
51	18	95	20
41	58	37	7
37	87	52	30
69	54	47	89
53	7	15	3
47	83	74	54
41	82	93	2
61	3	19	80
84	46	16	2
73	93	98	58
67	33	17	46
36	10	18	42
21	3	72	49
57	80	98	89
76	41	83	31
42	36	32	94
72	25	58	25
58	49	54	22
89	57	55	91
75	45	49	33
31	69	99	78
21	94	10	80
77	74	13	12
63	80	53	32
79	59	25	63
47	35	52	70
82	80	73	31
4	75	75	32
41	63	30	3
12	22	71	51
32	77	48	45
14	87	55	17
56	65	97	10
3	8	47	27
72	85	52	14
21	14	7	30
30	13	63	53
19	11	49	40
71	96	85	79
34	65	32	25
52	43	51	43
74	84	90	10
80	93	47	73
17	85	52	51
79	14	55	79
96	68	91	39
89	17	11	88
23	53	40	75
32	65	100	43
21	85	75	6
57	9	90	84
86	49	53	94
10	10	11	69
59	39	81	1
15	20	25	4
25	53	95	54
21	33	65	75
35	67	78	9
64	29	6	64
98	91	75	39
64	35	17	29
4	21	59	70
13	75	6	4
64	10	14	21
22	21	22	25
27	41	67	68
20	75	52	16
52	32	26	9
40	41	75	100
78	50	33	67
66	82	28	75
32	20	9	62
13	3	54	89
1	16	80	46
77	98	83	50
5	15	25	50
75	49	14	88
18	4	26	97
78	28	3	73
47	86	80	57
47	13	89	86
63	57	38	100
71	40	2	20
28	86	43	45
63	52	14	15
23	51	23	85
77	12	2	97
85	3	60	40
43	100	64	35
45	41	39	52
21	13	26	92
13	35	92	55
43	55	85	14
31	12	23	54
89	15	41	90
32	33	68	37
89	50	87	77
4	38	52	32
46	96	75	86
10	74	5	84
33	13	84	94
2	85	72	38
2	99	97	91
8	7	9	10
21	56	35	96
32	90	88	12
72	94	56	79
97	57	62	16
25	50	13	91
44	47	70	10
21	50	22	70
87	80	18	89
47	78	21	22
78	47	5	89
70	43	73	98
19	71	8	15
64	65	82	8
54	97	95	51
93	60	61	68
31	89	62	50
71	33	92	10
19	49	19	26
84	97	88	16
68	75	49	44
92	71	91	83
35	35	28	76
18	2	80	54
84	55	87	23
50	23	61	30
68	97	48	79
23	46	31	13
41	17	48	56
46	76	42	55
56	97	59	3
92	86	34	90
81	39	99	91
92	28	31	34
6	9	16	20
76	99	41	15
67	51	76	3
25	14	73	72
83	78	85	5
50	21	84	76
75	51	56	17
19	55	6	50
68	91	19	45
40	87	42	41
8	13	92	11
75	47	28	69
48	92	83	17
4	3	43	19
32	76	79	37
83	10	33	51
55	60	14	51
95	45	13	90
58	95	2	96
45	77	36	80
33	90	99	81
37	80	74	72
79	51	2	30
78	27	60	10
2	84	70	3
48	16	85	37
34	5	27	40
48	36	96	72
98	29	39	2
23	62	58	15
85	47	81	59
61	71	90	56
79	36	99	31
19	73	81	39
55	22	19	31
51	83	64	91
28	94	51	99
11	50	66	13
54	48	53	31
83	80	92	35
39	16	7	31
20	63	40	89
27	23	30	45
87	9	60	97
87	49	85	39
13	67	79	3
71	9	21	19
80	69	73	74
25	93	75	46
28	92	58	59
5	83	45	86
61	81	75	63
92	94	14	7
27	68	40	41
7	82	8	33
68	18	61	5
74	94	4	93
56	56	29	16
50	54	55	19
5	62	75	49
85	20	43	99
47	74	21	27
51	6	79	22
54	6	97	57
17	82	12	68
72	81	12	17
71	69	55	72
90	3	38	59
99	73	99	72
9	41	85	90
75	20	63	95
86	9	65	12
28	92	49	27
14	6	48	90
69	96	74	12
41	63	18	1
10	49	17	51
100	3	33	12
95	55	30	98
36	55	63	28
13	99	72	26
32	99	50	35
9	50	86	64
4	20	4	94
88	92	37	25
29	71	5	64
72	91	8	61
83	8	71	78
52	95	13	94
41	16	83	35
89	46	63	50
34	24	3	53
48	66	35	14
33	61	2	1
93	88	78	24
71	70	32	19
36	98	20	71
98	85	97	67
47	32	88	33
75	25	100	79
56	23	72	69
36	53	12	59
12	84	82	95
46	31	29	2
80	89	84	94
15	48	74	49
74	82	78	93
44	81	82	97
1	67	44	64
47	99	25	33
89	67	97	30
36	29	60	6
31	86	44	76
62	6	15	45
72	46	39	34
5	77	57	56
80	34	24	99
93	69	15	21
83	17	24	13
73	72	82	75
31	72	16	34
75	10	62	39
15	38	11	8
43	15	1	97
60	98	80	14
97	82	71	19
10	17	33	85
58	93	6	11
94	75	24	78
37	85	31	13
26	26	26	75
67	5	99	1
46	24	90	48
99	97	68	35
54	67	21	58
65	72	26	5
96	87	91	45
31	7	83	62
40	14	61	46
14	67	57	58
8	25	84	32
64	43	79	4
32	50	84	95
13	24	47	7
31	6	71	49
41	10	23	7
42	43	52	26
59	92	70	9
10	51	70	38
78	34	80	21
60	13	2	3
60	70	14	90
80	85	93	57
81	48	95	2
4	73	93	86
92	41	16	84
45	19	60	92
39	77	42	85
36	82	60	54
34	14	28	16
17	79	10	60
86	27	31	55
44	69	32	27
35	93	59	41
89	34	11	14
43	28	9	11
58	13	9	25
9	52	40	96
22	55	27	65
62	11	38	56
56	69	87	99
39	69	95	70
60	88	62	77
28	49	62	26
3	21	58	37
88	70	67	100
8	85	89	11
25	33	37	71
78	100	35	13
47	41	4	4
90	29	64	62
10	86	60	67
51	14	95	1
14	49	69	70
8	32	69	67
68	48	97	17
40	21	46	24
95	100	91	75
73	2	39	70
27	65	15	63
19	47	32	94
99	80	15	52
80	4	92	20
91	22	75	25
37	77	40	89
50	60	4	12
58	90	57	60
79	80	60	38
37	50	30	27
72	52	70	94
99	66	65	37
30	72	6	77
92	39	34	83
79	54	55	80
9	27	1	10
58	46	77	74
60	6	35	32
35	72	11	59
56	72	27	69
14	25	48	92
