4	8	6
20	20	14
20	12	5
16	15	8
18	19	2
16	6	12
6	17	11
10	4	9
13	10	3
7	14	9
5	15	12
2	8	15
3	16	4
9	5	2
10	19	1
12	13	10
13	8	18
20	9	5
4	20	19
19	20	10
10	4	1
12	2	10
12	13	19
2	2	17
12	2	13
8	6	3
8	10	1
11	14	11
8	13	8
5	9	4
14	7	12
5	11	14
6	6	5
18	20	7
14	4	4
18	6	2
8	14	13
9	20	10
17	17	1
1	19	3
9	2	7
10	8	11
17	17	11
19	17	4
15	19	12
4	15	13
12	11	16
14	12	18
4	11	11
4	3	4
5	15	3
15	18	4
18	19	20
11	18	7
4	20	10
2	8	18
13	11	14
10	4	18
20	12	9
4	5	6
2	19	11
13	15	13
11	6	3
1	12	13
5	20	7
19	20	13
5	2	19
16	18	13
6	13	8
14	8	1
4	8	8
6	2	4
20	20	11
6	3	15
1	5	2
10	19	4
8	17	9
5	19	15
12	14	4
19	12	1
19	1	14
2	10	3
13	14	17
7	8	7
6	2	11
5	1	8
15	7	20
16	20	3
5	1	12
20	11	5
12	1	11
14	6	4
18	1	15
12	12	15
14	5	3
8	14	7
9	17	9
15	16	1
11	10	3
18	18	6
3	13	1
14	12	12
16	8	4
3	13	1
11	6	11
19	15	16
15	5	18
3	14	8
4	18	9
16	17	19
1	10	8
2	14	8
12	12	12
20	13	3
11	7	3
2	11	10
18	12	14
5	8	13
15	12	8
19	9	11
13	19	13
11	7	13
3	13	19
5	17	9
14	2	18
7	3	15
2	7	16
9	18	4
19	10	6
7	18	8
8	1	20
14	18	2
13	7	5
6	2	7
5	6	5
11	7	5
7	9	18
1	13	5
20	4	10
11	10	15
14	20	11
1	10	5
1	14	17
4	15	12
20	10	20
8	6	4
14	17	4
6	5	14
11	16	13
7	3	11
18	5	5
15	3	18
20	17	6
8	16	7
6	5	15
10	8	1
10	12	9
10	3	7
7	6	7
2	14	10
9	15	14
19	9	4
8	16	19
12	12	11
2	5	15
20	3	11
1	16	3
9	2	20
19	3	12
12	15	11
4	14	4
1	1	9
8	10	18
15	19	18
10	14	20
4	11	20
1	18	7
13	15	2
1	6	16
20	20	18
4	12	7
11	14	5
13	12	15
14	19	1
19	10	2
16	9	4
6	7	3
4	20	20
4	8	18
10	7	20
19	11	3
18	16	9
17	7	18
16	17	2
5	17	2
17	12	8
17	10	19
17	3	6
19	20	12
10	8	17
16	14	20
6	18	15
9	9	15
14	18	15
18	6	3
2	4	14
15	2	1
17	16	10
18	6	6
7	1	8
13	17	15
15	10	17
5	9	2
19	18	16
15	5	18
19	1	16
2	2	1
13	10	8
2	9	20
1	5	19
19	10	1
15	13	19
7	20	11
3	18	8
11	11	11
19	14	10
4	15	16
1	6	1
5	4	11
7	9	7
11	3	17
9	17	9
19	6	16
20	19	16
9	10	17
3	14	2
7	14	5
13	14	20
4	14	19
11	2	18
3	12	2
17	5	15
2	12	15
9	16	18
16	19	4
9	16	1
14	3	7
3	5	8
10	11	13
13	5	15
16	1	17
18	20	1
7	8	16
17	19	14
1	4	15
15	10	4
18	11	8
5	11	2
20	1	13
17	16	1
17	17	19
18	3	9
4	5	5
13	10	5
8	2	6
2	19	16
14	13	9
2	20	8
8	2	12
17	20	15
10	14	10
5	2	9
11	18	4
18	14	2
18	15	18
9	3	15
3	2	13
2	16	16
2	2	7
3	18	14
8	8	7
1	16	18
1	10	18
9	7	11
8	16	11
5	1	19
6	20	4
4	18	12
10	1	16
2	13	4
14	18	17
5	17	3
4	13	10
12	16	15
14	7	13
11	5	15
9	17	18
5	1	6
11	1	4
6	20	3
9	10	2
20	6	18
18	9	1
7	7	7
17	9	15
5	17	14
7	14	19
20	6	5
17	11	7
2	1	14
3	10	2
6	15	6
1	11	13
20	2	10
14	16	5
8	19	19
7	4	9
1	7	19
8	9	16
19	8	19
9	4	6
13	16	5
15	19	16
8	2	18
10	6	16
20	2	16
18	7	8
1	19	11
15	10	12
17	6	11
12	20	18
7	15	15
18	10	1
9	17	13
5	13	18
2	20	9
4	7	11
13	20	11
18	16	3
14	12	1
6	7	10
9	6	7
13	7	14
3	17	15
4	18	20
4	1	17
1	13	6
11	14	4
1	11	5
10	15	2
15	3	8
7	20	19
16	20	18
2	15	11
17	11	20
8	15	1
5	11	4
8	7	12
16	14	18
3	18	2
8	17	14
6	15	9
4	15	18
2	11	3
14	3	11
9	1	5
14	5	2
4	7	6
19	2	7
10	11	18
19	10	15
12	5	15
15	3	17
18	4	20
12	20	5
6	19	14
4	8	9
15	10	2
7	18	17
7	11	7
10	2	13
5	13	15
8	10	14
10	7	13
10	10	18
9	8	17
14	9	1
17	19	10
18	13	7
14	7	19
13	12	6
19	11	18
7	13	16
17	8	4
16	5	9
18	18	19
13	2	14
3	8	12
19	14	2
1	18	19
7	9	4
14	1	17
2	9	6
18	6	9
12	6	14
20	7	18
3	3	9
7	14	2
17	3	6
6	7	10
15	3	14
20	7	2
5	19	9
10	18	16
16	2	11
15	18	11
5	18	2
9	14	15
19	15	9
13	1	18
4	5	4
8	20	11
4	1	15
19	12	8
1	8	16
17	15	2
12	1	20
8	9	6
9	11	9
2	13	11
12	11	15
15	12	4
15	20	12
7	4	17
5	16	6
18	18	3
4	11	15
7	19	15
3	4	17
7	17	3
12	18	4
11	2	14
18	17	3
19	13	19
11	8	1
13	7	17
11	3	18
5	3	4
15	13	6
14	11	20
4	15	15
4	2	5
17	4	14
13	3	4
8	18	3
7	5	5
12	15	1
14	5	17
14	8	15
8	2	4
4	3	6
7	2	12
7	1	11
18	2	15
16	18	17
9	1	1
1	10	10
9	4	17
2	15	7
14	10	20
17	14	7
16	13	13
13	6	12
10	15	11
15	15	20
13	19	11
1	17	4
3	13	4
15	3	12
18	10	6
15	13	9
19	19	10
6	4	7
12	13	12
19	7	9
5	7	13
11	14	20
16	5	2
5	2	2
13	7	7
4	14	12
7	6	6
11	18	2
4	12	18
14	14	15
19	4	19
11	19	5
7	11	2
13	10	14
17	17	4
17	20	6
7	14	4
8	16	8
5	9	8
2	5	6
13	15	9
5	17	18
17	19	11
4	9	9
1	11	18
17	7	17
6	6	19
13	4	8
1	13	18
9	19	12
18	2	12
6	13	20
11	9	5
2	17	2
19	15	13
7	16	5
8	3	2
14	9	16
15	13	20
16	14	5
16	10	8
5	12	9
4	11	20
14	18	9
12	13	11
12	19	13
3	10	11
12	4	13
18	16	11
8	12	14
9	8	7
19	4	8
6	11	6
3	11	2
10	4	19
3	14	18
12	20	15
16	18	9
8	1	10
6	14	20
12	20	2
18	10	20
1	7	17
2	11	18
12	1	8
18	6	12
16	16	2
5	6	3
5	3	18
18	16	5
16	13	3
8	12	16
3	19	10
2	14	17
16	15	10
10	12	11
20	14	15
10	7	7
19	20	10
2	17	4
7	4	18
13	7	4
5	3	15
18	4	10
15	4	1
5	13	20
14	1	16
1	5	2
3	6	16
9	7	15
16	12	18
19	12	8
11	4	10
15	17	20
11	2	7
19	8	16
5	6	6
8	7	13
15	16	15
4	4	17
1	18	17
10	1	18
6	4	2
4	4	3
7	12	1
5	1	20
12	14	11
14	8	2
17	2	8
10	19	10
13	18	8
4	8	14
8	7	3
9	13	11
3	19	10
5	15	3
17	13	16
13	10	11
6	7	18
19	9	2
14	15	11
6	5	8
13	11	2
18	13	1
12	9	4
9	17	5
16	18	2
17	9	12
2	19	2
6	20	3
12	12	1
7	10	9
18	15	14
14	17	9
10	16	11
4	14	6
15	18	14
13	8	15
8	2	16
5	13	5
18	7	7
20	14	19
3	5	12
19	14	7
7	12	9
13	18	7
14	16	1
3	2	15
4	19	2
9	17	3
16	4	18
1	3	10
4	10	10
10	5	12
5	14	17
5	3	7
2	3	15
19	14	10
20	15	16
6	6	8
16	15	17
15	4	4
16	7	11
3	20	5
20	19	20
10	18	8
11	2	2
13	15	20
11	10	8
9	17	3
1	12	15
9	2	4
17	18	14
12	19	8
14	9	14
17	15	3
17	19	16
20	18	2
14	20	2
16	8	2
16	18	8
20	13	16
17	18	3
4	16	15
2	15	8
11	7	11
4	12	9
