53	41	56	46	61	48
29	37	37	28	43	33
65	31	75	26	78	34
20	45	30	50	36	58
16	41	21	31	22	24
38	54	46	48	52	40
59	48	61	50	67	53
29	67	30	65	32	67
63	68	73	67	81	70
62	49	63	43	69	53
33	58	34	56	42	52
66	30	68	29	71	36
26	67	33	73	39	74
46	62	54	65	59	56
67	68	72	77	80	87
17	44	18	54	21	55
65	52	66	62	74	69
40	30	44	30	49	27
63	41	71	47	74	49
5	50	10	60	19	59
41	41	50	33	60	43
17	59	24	64	27	70
66	41	76	37	81	35
24	32	27	25	28	35
61	32	67	42	79	62
27	70	35	71	43	70
5	56	11	47	17	37
42	35	50	25	53	20
56	51	60	55	63	65
62	37	64	41	73	49
29	37	34	28	44	10
6	58	8	51	13	41
27	59	31	59	40	62
41	48	45	55	51	54
14	49	19	46	27	39
14	68	17	78	22	68
9	31	11	33	14	40
11	44	18	41	20	36
66	57	73	57	77	61
15	61	24	69	33	66
55	47	67	33	73	26
33	47	36	41	40	43
3	35	19	15	27	5
35	40	38	43	41	33
52	67	62	64	65	61
12	45	17	38	27	39
2	50	7	48	11	53
60	32	70	39	73	49
65	50	70	40	74	35
39	36	48	36	66	36
61	57	67	59	73	61
15	49	21	55	29	64
38	66	45	56	54	47
10	39	14	29	23	29
66	49	70	50	74	48
67	37	69	34	78	28
38	37	42	31	48	23
43	59	53	55	55	57
44	61	50	60	58	64
1	46	4	41	10	43
50	70	57	72	66	81
5	42	21	46	29	48
23	60	27	54	30	60
23	46	29	54	31	55
37	61	38	70	39	70
64	59	68	64	72	69
61	53	68	59	73	55
67	40	77	30	79	34
18	41	28	47	37	43
6	42	16	49	19	58
30	31	40	31	50	23
54	68	63	58	72	59
19	53	20	63	24	70
43	65	49	65	59	74
19	39	29	45	33	42
17	38	23	39	29	37
25	30	33	30	41	31
51	66	60	73	61	72
11	30	12	37	15	38
51	48	54	48	56	43
27	61	32	51	37	41
62	38	72	33	76	40
24	42	34	43	44	42
13	45	21	36	30	31
39	53	49	56	53	53
9	57	17	54	22	60
57	65	63	60	75	50
28	35	31	45	34	51
14	45	30	63	38	72
46	43	48	53	55	43
14	38	22	31	29	31
57	45	62	38	68	30
17	46	21	36	24	37
11	60	18	67	20	69
67	36	68	44	77	39
13	50	14	56	22	47
58	65	64	58	69	54
64	44	74	42	80	35
34	52	38	42	47	32
15	59	18	66	27	67
64	51	67	42	72	46
62	56	69	53	76	50
4	63	5	63	8	55
49	69	57	74	66	64
43	35	46	31	52	37
1	63	8	60	9	59
42	66	49	70	55	64
28	47	37	53	45	58
67	56	73	53	77	53
52	32	56	37	62	32
70	39	72	29	79	33
6	41	7	33	9	17
16	59	21	59	30	50
4	36	6	46	10	66
68	65	72	61	81	52
54	46	63	50	66	42
19	65	29	65	34	65
62	50	68	46	69	40
11	70	13	65	22	66
5	39	9	44	12	38
52	63	53	70	59	75
50	37	56	40	68	46
31	48	35	39	44	42
37	61	45	63	51	66
32	31	39	36	46	29
10	57	16	56	21	55
31	63	38	66	39	64
43	45	46	41	53	43
68	41	73	37	83	29
13	57	17	63	23	66
21	61	29	63	33	56
6	69	8	78	14	73
59	56	63	55	64	56
13	46	15	39	22	32
53	40	71	38	80	37
1	63	7	68	8	67
16	70	26	69	34	72
24	31	25	28	31	19
9	45	16	43	24	33
23	59	27	59	28	54
2	55	9	54	15	47
14	56	21	66	22	76
51	60	56	52	60	45
32	41	36	49	41	43
20	58	30	66	34	67
29	69	38	65	48	58
51	60	56	69	57	62
69	59	73	61	74	66
24	34	30	35	40	25
68	55	69	64	74	66
54	48	62	44	63	54
39	47	49	52	50	59
68	42	71	38	79	29
60	30	68	21	70	15
8	53	9	59	15	53
19	32	22	26	30	25
48	65	57	71	60	62
22	56	29	66	35	62
32	64	35	73	41	91
31	65	41	75	46	77
50	40	60	32	70	24
20	37	27	46	29	56
55	62	61	60	71	51
21	63	27	54	30	44
26	62	34	70	38	73
20	32	36	32	44	32
69	60	76	52	79	60
13	56	23	56	33	54
57	66	63	75	64	85
64	45	74	36	82	33
35	60	43	68	51	76
6	52	9	50	15	46
49	59	59	53	68	63
50	45	55	52	56	55
5	44	12	35	18	36
49	66	51	69	58	65
18	45	20	53	28	55
14	51	22	48	30	45
8	59	18	52	25	60
14	70	18	60	26	67
58	36	64	46	71	48
1	42	11	41	12	41
58	60	66	68	68	78
13	32	18	34	22	39
28	69	37	60	45	70
27	34	31	31	39	25
30	55	38	47	42	50
17	53	19	50	28	50
8	41	13	44	22	46
24	39	28	41	34	46
45	47	50	46	58	43
31	30	36	35	37	27
28	68	35	61	40	52
58	66	66	61	73	67
27	64	32	55	42	51
10	34	20	36	22	34
20	61	29	64	34	62
21	33	26	43	33	41
38	33	40	40	46	38
13	37	20	28	34	10
18	63	34	67	42	69
44	52	45	59	47	53
9	33	16	23	24	17
55	54	64	60	65	61
42	34	52	28	58	30
50	49	60	57	68	67
20	47	30	48	39	41
69	47	79	48	89	57
46	62	56	68	64	72
31	51	38	41	45	31
44	70	46	68	49	68
13	36	16	36	20	30
48	56	55	59	62	52
47	70	48	61	49	52
59	66	63	66	66	59
26	47	34	39	42	38
34	55	42	51	46	51
54	65	64	63	74	70
67	70	69	67	79	62
20	67	28	71	31	62
17	68	23	63	26	72
3	54	11	56	19	48
2	40	4	31	8	30
31	60	39	58	41	61
50	36	57	30	62	40
65	61	67	61	77	58
28	37	36	46	38	41
47	66	53	61	60	61
15	30	24	36	27	32
31	45	35	41	37	50
35	45	41	37	43	33
40	32	45	23	49	21
19	62	39	44	49	35
50	61	53	66	60	57
67	62	72	64	82	61
12	51	13	44	18	38
46	69	50	74	60	83
12	54	22	44	27	39
28	59	35	66	43	57
7	61	13	69	19	77
55	66	63	56	71	51
68	32	77	41	86	46
24	62	26	72	28	69
54	47	64	41	72	40
46	66	49	65	58	74
27	47	28	50	32	47
24	67	32	75	33	84
22	53	28	54	36	62
32	68	40	58	49	50
13	67	18	63	26	73
26	65	30	75	40	80
37	62	41	61	47	57
22	36	31	33	32	30
34	49	41	58	44	64
70	39	76	32	86	37
50	61	57	71	59	73
11	43	17	52	25	62
55	58	65	66	72	73
29	57	30	65	40	74
39	53	42	53	48	50
28	68	32	70	40	77
11	50	21	46	41	38
16	52	22	48	26	56
22	33	28	24	30	27
42	60	46	58	48	60
28	60	34	55	43	45
18	36	19	37	21	32
1	40	11	36	19	41
22	61	26	57	28	49
28	43	34	48	37	46
58	50	59	57	61	71
4	67	10	67	16	67
9	54	15	51	20	50
68	33	74	28	84	32
58	65	67	64	76	74
32	37	34	46	42	54
18	45	20	51	28	56
10	67	15	66	24	63
53	65	61	56	70	65
14	33	16	37	17	38
29	60	33	64	39	56
50	37	55	42	65	38
67	69	77	73	83	63
23	68	32	72	42	73
22	59	23	50	24	41
52	36	53	42	56	37
4	57	8	54	17	57
17	35	19	25	24	25
7	62	13	72	20	74
28	49	32	52	40	42
55	57	57	66	61	69
46	32	52	35	58	38
58	37	67	28	70	32
45	44	51	51	58	54
46	38	56	42	58	44
32	48	42	39	44	47
32	60	42	56	46	63
15	39	18	46	19	51
30	30	34	26	41	30
32	68	41	58	49	56
51	35	61	32	70	29
45	43	51	37	60	35
68	32	77	31	86	31
32	46	40	36	42	42
55	53	59	43	64	46
7	40	12	40	16	37
47	65	49	71	53	70
63	67	69	67	81	67
20	59	23	55	30	57
60	61	63	55	67	60
62	62	66	71	71	63
55	52	62	47	71	43
63	57	71	57	77	53
26	56	28	50	32	38
67	67	81	85	88	94
44	54	46	58	48	57
7	50	13	51	15	57
48	69	51	69	53	77
52	51	55	45	57	49
21	65	23	70	24	65
65	61	70	53	72	58
51	37	57	28	66	28
69	62	71	57	78	50
6	69	11	77	20	81
44	35	52	41	57	33
13	67	17	72	19	75
25	41	27	31	29	28
6	48	12	44	14	40
57	45	60	52	61	47
4	45	7	37	11	47
63	49	68	55	74	48
49	55	58	60	62	60
47	45	52	46	60	52
37	33	46	30	50	39
62	62	72	58	76	51
69	54	75	47	81	40
9	61	13	53	21	59
27	30	35	31	42	24
26	45	32	43	34	37
57	64	67	63	77	59
48	61	58	58	65	51
54	45	62	40	69	38
61	37	65	46	69	55
58	54	63	45	68	54
23	67	28	71	36	70
49	39	58	33	68	43
43	30	52	23	58	30
66	57	73	57	80	63
6	41	15	42	23	32
59	54	61	63	63	56
45	37	47	31	50	34
42	70	52	64	54	68
19	32	21	30	28	30
67	41	74	43	84	44
28	44	31	50	38	44
33	47	37	43	39	36
22	54	26	54	30	56
38	49	44	50	51	45
65	43	72	47	73	56
45	47	50	41	55	37
45	51	46	57	50	47
47	54	49	57	59	63
62	30	65	38	75	48
8	32	15	33	18	29
13	64	16	68	19	59
67	44	75	52	78	45
52	35	53	30	55	40
30	52	34	57	38	50
33	33	36	34	44	32
53	58	63	58	70	53
47	58	57	67	66	61
65	33	68	30	72	34
21	69	31	74	41	64
19	51	23	50	31	53
32	49	40	59	56	79
54	64	58	71	63	80
39	70	49	63	53	67
32	59	33	64	41	58
28	36	34	35	35	37
33	54	39	52	46	61
32	50	33	60	43	53
20	35	23	44	24	49
52	59	53	59	59	66
48	46	52	43	56	39
28	61	36	52	44	48
16	62	24	52	25	49
2	30	8	22	17	24
62	34	71	39	73	45
8	54	15	60	24	53
27	42	36	50	41	60
65	49	71	49	76	47
26	51	29	54	37	62
46	56	50	56	56	52
13	35	16	27	19	36
51	47	54	50	60	46
46	56	49	66	53	73
7	37	9	42	12	44
46	66	50	71	57	63
23	40	28	45	33	38
7	35	9	41	10	44
70	30	72	31	74	30
7	69	9	66	19	62
6	52	15	61	24	55
23	45	32	39	50	27
6	70	10	62	11	67
52	55	56	62	64	76
3	56	7	49	11	46
8	53	18	46	24	40
24	57	29	54	36	48
21	33	25	23	35	16
12	48	21	58	29	61
39	69	49	75	50	80
36	48	38	58	47	56
5	30	6	30	12	30
40	47	42	52	44	61
10	61	14	79	16	88
55	58	61	59	67	58
55	56	58	46	60	52
7	47	16	47	19	39
70	52	78	42	87	48
26	58	36	48	39	56
26	47	31	52	32	52
65	42	67	52	71	50
50	50	57	57	62	59
12	58	18	64	25	61
68	66	78	64	87	62
1	38	9	43	16	35
17	50	18	41	23	39
13	61	15	65	18	62
51	45	61	39	63	40
30	50	36	60	46	67
22	64	24	68	29	61
16	39	24	48	34	56
9	54	17	60	18	60
57	47	63	43	69	42
70	48	72	55	78	53
65	63	75	71	85	79
35	36	38	31	41	34
21	66	30	59	40	56
35	47	42	45	56	41
9	39	10	41	18	38
64	38	72	43	80	50
56	57	63	52	65	61
37	34	51	52	58	61
42	45	45	44	50	53
11	41	15	44	19	52
19	33	26	24	27	16
42	63	47	60	50	69
42	35	46	38	49	31
37	59	40	52	49	48
37	42	47	33	50	39
32	70	38	74	42	64
39	39	40	29	50	37
11	33	21	34	29	43
25	39	34	44	43	42
37	69	40	60	42	53
9	66	19	59	21	57
35	65	37	75	42	82
16	53	22	50	31	42
54	53	64	44	70	40
20	65	30	55	38	49
14	53	24	33	29	23
61	45	69	50	74	52
22	45	30	49	33	40
26	43	28	25	29	16
66	38	71	32	81	36
25	31	35	23	36	20
16	45	26	39	28	49
51	67	52	62	59	66
46	65	47	62	48	60
47	45	52	52	60	62
20	44	27	41	36	32
70	37	88	51	97	58
15	41	20	51	24	41
49	36	59	41	60	51
40	70	45	67	50	77
32	53	36	61	44	63
47	58	51	60	53	61
43	45	46	45	49	45
62	56	67	58	69	55
32	40	40	42	50	48
7	61	8	51	16	53
16	31	21	37	26	39
54	37	55	47	65	51
19	44	26	44	29	52
20	57	25	62	35	69
60	56	66	52	69	50
47	55	48	62	55	68
48	32	56	34	64	36
35	64	39	60	41	58
5	30	13	32	23	29
54	54	62	62	72	63
59	64	63	63	70	68
57	32	66	23	69	27
55	53	62	55	67	47
56	59	64	69	67	60
1	61	3	71	9	70
45	37	52	39	60	30
68	60	74	55	81	60
2	50	8	70	11	80
3	35	10	35	14	38
56	42	64	34	71	28
10	46	20	36	28	27
59	69	62	73	68	70
70	40	79	50	81	51
36	62	38	63	40	64
33	57	35	55	36	54
60	55	62	50	70	46
14	36	19	42	28	38
57	31	66	23	72	27
45	54	54	53	61	52
13	66	21	61	23	67
26	50	33	42	41	40
24	69	28	66	36	57
44	52	48	55	56	54
2	34	10	28	19	28
20	58	26	48	32	53
38	60	48	59	51	60
45	68	47	64	51	59
25	46	31	47	35	47
28	67	38	64	48	72
21	38	25	29	29	23
57	48	60	39	70	47
12	50	22	48	25	41
21	38	26	47	29	42
57	43	59	29	60	22
25	59	33	53	34	43
38	68	42	67	47	70
16	47	26	57	34	61
70	30	79	22	80	31
70	35	72	44	75	39
31	46	39	36	41	26
26	61	36	59	43	50
27	55	29	64	33	82
25	59	34	50	35	42
39	62	42	62	44	59
55	31	58	40	64	44
45	39	54	44	59	52
43	51	44	41	48	41
51	44	58	48	65	52
59	53	64	52	71	46
10	44	19	38	20	33
50	50	60	46	67	41
66	41	68	41	77	49
5	57	12	51	17	52
5	55	10	64	13	56
19	48	28	56	29	66
16	60	19	70	25	90
64	41	67	51	75	48
5	57	7	67	13	72
45	65	51	63	55	56
47	63	51	65	59	73
59	67	63	62	70	53
55	65	60	55	69	58
42	64	51	71	55	67
25	44	34	41	41	33
33	69	38	63	44	57
53	68	61	62	68	54
2	52	6	60	12	52
68	48	76	39	82	46
40	70	50	70	60	75
63	44	79	36	87	32
59	67	61	69	69	62
24	63	30	62	32	52
35	51	42	44	52	42
14	69	23	74	30	71
10	38	16	39	17	43
5	59	7	54	11	54
53	64	58	57	68	55
25	46	32	53	33	45
66	33	75	36	84	30
43	32	53	26	57	35
57	52	67	51	76	48
10	57	16	56	26	61
56	31	64	37	70	28
46	53	52	45	56	35
55	56	65	49	70	57
61	37	65	38	73	47
29	64	32	70	37	79
2	61	7	67	16	60
68	52	72	45	76	53
2	50	5	47	14	42
61	63	64	72	66	63
52	65	56	60	57	56
62	54	66	59	74	57
44	48	48	57	52	66
27	43	37	42	44	46
11	69	13	77	21	69
16	58	26	67	29	68
10	67	20	69	22	77
18	44	27	34	28	33
29	40	38	48	42	48
65	64	70	66	76	65
65	39	75	47	80	51
17	47	27	55	32	62
64	54	68	61	75	65
57	48	59	39	68	30
16	32	22	42	28	40
23	35	27	32	33	41
70	61	71	64	77	73
24	37	31	41	40	31
34	46	39	54	44	59
26	67	35	57	40	54
33	34	39	36	47	44
48	40	53	47	55	53
62	57	65	65	69	59
52	34	57	41	59	33
59	35	66	38	72	28
6	34	8	42	10	50
57	35	67	26	71	36
34	40	40	32	41	24
51	30	53	40	54	45
14	64	24	71	26	72
1	62	10	55	16	49
3	54	13	52	21	46
11	54	17	53	18	52
11	32	13	26	14	23
61	69	70	62	80	68
9	57	17	56	24	64
50	34	51	37	54	35
4	40	9	37	10	29
61	60	69	66	70	72
6	54	15	55	25	65
33	67	34	64	36	68
3	64	7	67	11	70
57	58	61	64	71	68
19	68	29	71	36	63
45	51	47	42	50	40
41	43	45	33	55	31
59	67	63	59	73	59
27	58	28	63	32	63
37	42	42	33	43	34
36	53	40	43	48	53
26	69	34	63	42	57
30	31	36	32	43	34
19	63	21	60	31	69
4	31	14	40	23	47
23	43	24	34	27	35
1	59	4	59	5	63
34	55	43	58	48	59
49	56	59	61	67	64
24	33	33	26	38	34
51	49	56	41	57	48
7	66	16	61	19	71
29	48	32	49	35	50
45	57	47	53	52	62
48	56	56	48	60	44
40	61	49	59	51	57
36	54	45	46	53	48
44	67	45	69	52	61
33	31	37	24	38	16
42	48	47	49	50	47
57	40	64	44	65	46
3	67	4	74	13	70
53	30	61	34	67	25
51	34	54	25	57	33
10	50	16	59	18	59
48	53	58	60	64	59
9	37	13	36	22	44
31	61	40	68	44	71
10	63	17	54	25	63
30	58	40	66	48	66
32	69	41	60	48	52
65	46	72	48	73	52
52	63	53	67	62	58
54	64	62	65	68	74
36	32	42	36	46	43
56	59	64	69	70	68
28	58	33	52	36	56
61	68	63	72	68	73
10	35	16	39	18	39
25	56	35	54	44	60
8	43	16	52	23	49
10	40	14	37	17	39
9	69	10	72	13	79
42	44	45	47	55	54
4	46	12	37	22	38
43	61	51	66	54	74
61	69	65	59	75	64
48	54	56	48	66	38
69	59	73	60	79	64
61	41	65	32	66	40
13	31	22	31	32	22
27	30	34	35	35	38
56	30	74	24	83	21
44	32	49	26	59	14
64	30	71	20	78	28
50	50	57	58	63	68
57	54	63	57	71	56
51	32	57	32	63	32
46	66	55	73	57	70
52	59	57	68	65	60
9	65	19	57	22	47
30	30	36	36	40	31
14	68	16	70	17	71
17	63	27	70	31	64
66	33	71	35	81	37
27	64	28	63	37	58
17	65	21	56	29	48
38	62	43	60	47	65
21	50	23	58	24	66
24	34	34	41	42	31
26	33	33	26	40	19
1	68	7	74	14	65
28	42	29	35	35	43
6	44	15	45	24	42
63	60	68	54	69	46
13	58	21	53	23	48
25	66	30	74	40	73
3	51	11	50	20	40
1	41	2	32	10	36
14	54	20	46	30	51
43	48	53	42	60	38
33	66	40	71	49	75
17	36	25	44	26	45
30	44	32	37	38	38
20	68	28	61	36	69
6	39	9	37	17	40
28	66	32	67	33	65
32	68	35	78	37	78
6	32	7	26	15	29
67	36	73	29	82	37
64	42	69	35	78	32
33	52	40	42	42	33
70	54	73	61	77	52
12	31	15	41	16	40
53	37	57	36	63	31
45	40	53	41	55	51
36	52	38	54	44	52
40	48	44	58	53	55
20	65	22	70	31	60
26	56	32	61	40	65
24	38	27	35	28	40
33	49	37	52	41	55
13	60	23	60	30	68
25	46	32	52	35	61
10	67	16	75	24	79
17	40	18	42	26	45
58	45	67	36	76	38
45	69	46	70	56	62
66	68	71	58	73	59
40	58	45	58	49	57
34	69	43	78	46	76
2	46	9	47	13	56
67	65	71	65	77	57
23	52	30	48	32	53
47	52	53	47	55	44
1	57	7	50	15	60
39	65	44	74	51	84
59	60	60	62	64	59
28	34	35	27	42	27
59	36	62	33	68	28
15	63	19	72	21	78
49	49	53	55	61	49
57	63	64	70	65	79
39	32	49	34	55	38
50	33	56	37	64	34
65	37	72	40	78	33
46	68	50	72	53	73
25	52	31	42	35	49
54	55	58	58	60	67
28	31	29	41	38	50
45	48	48	56	56	60
10	39	19	47	21	48
38	45	52	39	59	36
11	52	15	62	20	56
18	66	22	71	27	73
50	33	53	26	59	19
45	46	50	52	60	49
60	57	64	60	68	63
6	30	9	35	15	30
17	62	19	65	25	74
32	65	38	68	42	68
11	49	13	50	22	52
17	34	18	32	28	41
6	68	11	71	21	77
28	55	31	47	36	46
28	63	37	73	55	93
15	68	24	59	30	64
18	30	22	22	29	23
2	45	9	37	19	36
10	52	16	43	22	34
8	70	14	61	19	54
15	58	17	68	23	61
61	45	63	38	73	47
68	31	72	36	81	36
6	45	9	55	15	52
18	53	22	63	28	68
23	63	31	71	39	66
53	54	58	48	59	58
68	52	71	44	78	48
22	31	23	23	32	14
57	47	59	49	61	50
15	36	24	39	27	34
56	47	64	43	68	53
3	64	12	59	21	54
1	62	9	68	25	80
44	68	45	63	47	72
35	61	40	60	44	59
57	51	58	46	65	45
23	61	32	57	38	49
44	46	54	37	57	28
28	55	34	47	39	57
37	56	43	53	48	56
35	37	40	47	45	37
12	54	22	50	31	58
25	35	29	43	33	38
63	35	65	33	71	35
10	36	20	42	25	44
17	63	19	55	20	64
2	57	11	51	12	61
35	33	40	26	44	25
4	68	10	70	15	60
30	44	35	34	38	24
24	42	32	34	36	41
33	47	35	55	42	45
7	33	14	36	16	29
62	54	68	47	78	51
22	63	24	65	34	75
55	31	56	24	63	15
37	63	45	65	55	64
18	34	22	31	31	34
49	47	59	46	61	55
42	59	45	52	48	45
22	32	29	31	35	22
25	62	34	64	44	58
4	59	12	54	13	51
7	55	8	59	13	51
65	33	70	32	80	37
15	52	25	42	33	39
64	50	68	42	78	40
61	57	62	48	69	42
31	32	39	26	49	35
49	70	51	69	56	64
12	39	15	46	25	39
9	53	15	46	23	38
30	41	34	32	40	37
35	63	44	69	49	59
37	46	44	40	46	37
31	57	34	61	35	67
35	40	36	36	45	44
50	68	54	63	60	68
29	53	30	57	32	57
12	52	22	54	30	58
42	50	46	60	56	69
40	55	45	65	47	64
33	55	43	62	50	59
9	68	10	58	14	54
50	31	58	28	66	25
9	48	10	44	17	50
60	68	67	72	77	62
49	68	50	74	52	70
33	53	37	63	44	66
61	53	69	56	79	63
2	30	9	34	18	39
12	70	16	63	20	67
55	66	65	69	74	73
62	69	66	72	68	79
27	30	28	40	30	36
65	42	66	46	72	45
41	43	49	39	59	44
48	32	49	23	51	25
3	60	4	52	13	55
69	34	71	40	75	42
43	42	53	50	56	54
46	37	50	33	51	24
67	31	77	35	97	43
62	53	63	54	65	56
36	54	43	56	46	57
16	32	26	23	34	31
59	46	67	50	73	56
7	31	11	26	12	30
69	31	77	29	84	28
49	47	69	61	79	68
49	56	50	65	52	58
49	49	52	45	53	53
30	53	34	49	36	57
17	31	19	34	21	33
11	69	20	77	30	85
32	64	36	66	46	73
36	31	41	36	49	30
8	42	15	40	23	36
43	33	47	32	55	42
37	32	42	33	43	39
52	39	60	49	61	47
70	44	80	49	83	42
47	38	52	28	58	29
54	37	56	44	60	58
69	70	70	63	78	61
27	32	36	31	43	39
43	59	47	64	52	71
60	64	61	64	66	59
68	32	74	24	77	26
2	54	10	59	19	58
43	52	53	55	60	51
4	57	8	52	9	54
10	43	17	35	19	40
1	48	5	46	8	46
9	57	19	59	23	66
22	60	31	55	49	45
65	45	68	53	71	63
63	41	64	44	71	49
42	33	56	23	63	18
46	68	47	66	48	69
62	63	72	70	78	64
35	56	36	55	39	51
50	63	56	60	66	63
47	38	51	40	55	31
70	44	79	38	85	32
5	59	8	64	13	58
67	64	70	69	72	60
8	31	9	40	10	49
44	40	47	34	49	28
20	58	23	58	24	48
9	50	16	53	20	61
26	38	35	42	36	49
23	51	26	59	29	51
33	44	39	43	40	46
10	32	13	36	14	27
39	55	43	65	44	65
2	34	8	29	12	29
13	61	20	71	30	68
10	45	13	48	16	51
17	36	23	26	33	32
54	66	64	74	67	77
31	40	32	33	39	25
67	41	74	46	81	51
24	46	28	38	31	45
2	65	11	65	13	67
14	41	24	46	30	41
15	65	16	55	24	46
20	66	30	62	50	54
39	44	41	60	42	68
38	36	41	42	47	35
62	51	72	43	92	27
17	33	26	42	28	43
58	36	66	31	74	41
4	37	10	29	19	32
38	64	48	54	55	59
8	62	10	71	17	64
